family,representative,sample,file_count,latest_mtime,sample_size_bytes,error_hit_count_in_tail
slurm-userlm-large-01-qwen2-5-7b-a2ef92-c22of24.out,slurm/logs/slurm-userlm-large-01-qwen2-5-7b-a2ef92-c22of24-1765226_65.out,results/general/slurm_log_samples/slurm-userlm-large-01-qwen2-5-7b-a2ef92-c22of24.out,3,1783855182,2770,0
slurm-userlm-large-01-qwen2-5-7b-a2ef92-c23of24.err,slurm/logs/slurm-userlm-large-01-qwen2-5-7b-a2ef92-c23of24-1765227_68.err,results/general/slurm_log_samples/slurm-userlm-large-01-qwen2-5-7b-a2ef92-c23of24.err,3,1783855268,1047,2
slurm-userlm-large-01-qwen2-5-7b-a2ef92-c23of24.out,slurm/logs/slurm-userlm-large-01-qwen2-5-7b-a2ef92-c23of24-1765227_68.out,results/general/slurm_log_samples/slurm-userlm-large-01-qwen2-5-7b-a2ef92-c23of24.out,3,1783855301,2770,0
slurm-userlm-large-01-qwen2-5-7b-a2ef92-c24of24.err,slurm/logs/slurm-userlm-large-01-qwen2-5-7b-a2ef92-c24of24-1765228_71.err,results/general/slurm_log_samples/slurm-userlm-large-01-qwen2-5-7b-a2ef92-c24of24.err,3,1783855456,1046,2
slurm-userlm-large-01-qwen2-5-7b-a2ef92-c24of24.out,slurm/logs/slurm-userlm-large-01-qwen2-5-7b-a2ef92-c24of24-1765228_71.out,results/general/slurm_log_samples/slurm-userlm-large-01-qwen2-5-7b-a2ef92-c24of24.out,3,1783855454,2770,0
slurm-userlm-large-01-qwen2-5-7b-a2ef92.err,slurm/logs/slurm-userlm-large-01-qwen2-5-7b-a2ef92-1761565_43.err,results/general/slurm_log_samples/slurm-userlm-large-01-qwen2-5-7b-a2ef92.err,44,1783676378,170,1
slurm-userlm-large-01-qwen2-5-7b-a2ef92.out,slurm/logs/slurm-userlm-large-01-qwen2-5-7b-a2ef92-1761565_43.out,results/general/slurm_log_samples/slurm-userlm-large-01-qwen2-5-7b-a2ef92.out,44,1783676378,98,0
slurm-userlm-large-02-mistral-7b-ee65c2-c01of24.err,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c01of24-1765229_2.err,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c01of24.err,3,1783855567,445,2
slurm-userlm-large-02-mistral-7b-ee65c2-c01of24.out,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c01of24-1765229_2.out,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c01of24.out,3,1783855503,334,0
slurm-userlm-large-02-mistral-7b-ee65c2-c02of24.err,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c02of24-1765230_5.err,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c02of24.err,3,1783855718,445,2
slurm-userlm-large-02-mistral-7b-ee65c2-c02of24.out,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c02of24-1765230_5.out,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c02of24.out,3,1783855688,334,0
slurm-userlm-large-02-mistral-7b-ee65c2-c03of24.err,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c03of24-1765231_8.err,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c03of24.err,3,1783855837,445,2
slurm-userlm-large-02-mistral-7b-ee65c2-c03of24.out,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c03of24-1765231_8.out,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c03of24.out,3,1783855809,334,0
slurm-userlm-large-02-mistral-7b-ee65c2-c04of24.err,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c04of24-1765232_11.err,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c04of24.err,3,1783855957,445,2
slurm-userlm-large-02-mistral-7b-ee65c2-c04of24.out,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c04of24-1765232_11.out,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c04of24.out,3,1783855960,336,0
slurm-userlm-large-02-mistral-7b-ee65c2-c05of24.err,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c05of24-1765233_14.err,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c05of24.err,3,1783856108,445,2
slurm-userlm-large-02-mistral-7b-ee65c2-c05of24.out,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c05of24-1765233_14.out,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c05of24.out,3,1783856081,336,0
slurm-userlm-large-02-mistral-7b-ee65c2-c06of24.err,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c06of24-1765234_17.err,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c06of24.err,3,1783856234,445,2
slurm-userlm-large-02-mistral-7b-ee65c2-c06of24.out,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c06of24-1765234_17.out,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c06of24.out,3,1783856199,336,0
slurm-userlm-large-02-mistral-7b-ee65c2-c07of24.err,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c07of24-1765235_20.err,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c07of24.err,3,1783856354,445,2
slurm-userlm-large-02-mistral-7b-ee65c2-c07of24.out,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c07of24-1765235_20.out,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c07of24.out,3,1783856352,336,0
slurm-userlm-large-02-mistral-7b-ee65c2-c08of24.err,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c08of24-1765236_23.err,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c08of24.err,3,1783856496,445,2
slurm-userlm-large-02-mistral-7b-ee65c2-c08of24.out,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c08of24-1765236_23.out,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c08of24.out,3,1783856502,336,0
slurm-userlm-large-02-mistral-7b-ee65c2-c09of24.err,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c09of24-1765237_26.err,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c09of24.err,3,1783856712,445,2
slurm-userlm-large-02-mistral-7b-ee65c2-c09of24.out,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c09of24-1765237_26.out,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c09of24.out,3,1783856650,336,0
slurm-userlm-large-02-mistral-7b-ee65c2-c10of24.err,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c10of24-1765238_29.err,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c10of24.err,3,1783856866,445,2
slurm-userlm-large-02-mistral-7b-ee65c2-c10of24.out,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c10of24-1765238_29.out,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c10of24.out,3,1783856833,336,0
slurm-userlm-large-02-mistral-7b-ee65c2-c11of24.err,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c11of24-1765239_32.err,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c11of24.err,3,1783857171,445,2
slurm-userlm-large-02-mistral-7b-ee65c2-c11of24.out,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c11of24-1765239_32.out,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c11of24.out,3,1783857138,336,0
slurm-userlm-large-02-mistral-7b-ee65c2-c12of24.err,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c12of24-1765240_35.err,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c12of24.err,3,1783857437,445,2
slurm-userlm-large-02-mistral-7b-ee65c2-c12of24.out,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c12of24-1765240_35.out,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c12of24.out,3,1783857408,336,0
slurm-userlm-large-02-mistral-7b-ee65c2-c13of24.err,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c13of24-1765241_38.err,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c13of24.err,3,1783857494,445,2
slurm-userlm-large-02-mistral-7b-ee65c2-c13of24.out,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c13of24-1765241_38.out,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c13of24.out,3,1783857500,336,0
slurm-userlm-large-02-mistral-7b-ee65c2-c14of24.err,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c14of24-1765242_41.err,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c14of24.err,3,1783857676,445,2
slurm-userlm-large-02-mistral-7b-ee65c2-c14of24.out,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c14of24-1765242_41.out,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c14of24.out,3,1783857646,336,0
slurm-userlm-large-02-mistral-7b-ee65c2-c15of24.err,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c15of24-1765243_44.err,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c15of24.err,3,1783857799,445,2
slurm-userlm-large-02-mistral-7b-ee65c2-c15of24.out,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c15of24-1765243_44.out,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c15of24.out,3,1783857736,336,0
slurm-userlm-large-02-mistral-7b-ee65c2-c16of24.err,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c16of24-1765244_47.err,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c16of24.err,3,1783857981,445,2
slurm-userlm-large-02-mistral-7b-ee65c2-c16of24.out,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c16of24-1765244_47.out,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c16of24.out,3,1783857919,336,0
slurm-userlm-large-02-mistral-7b-ee65c2-c17of24.err,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c17of24-1765245_50.err,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c17of24.err,3,1783858073,445,2
slurm-userlm-large-02-mistral-7b-ee65c2-c17of24.out,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c17of24-1765245_50.out,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c17of24.out,3,1783858009,336,0
slurm-userlm-large-02-mistral-7b-ee65c2-c18of24.err,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c18of24-1765246_53.err,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c18of24.err,3,1783858224,445,2
slurm-userlm-large-02-mistral-7b-ee65c2-c18of24.out,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c18of24-1765246_53.out,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c18of24.out,3,1783858190,336,0
slurm-userlm-large-02-mistral-7b-ee65c2-c19of24.err,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c19of24-1765247_56.err,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c19of24.err,3,1783858313,445,2
slurm-userlm-large-02-mistral-7b-ee65c2-c19of24.out,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c19of24-1765247_56.out,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c19of24.out,3,1783858280,336,0
slurm-userlm-large-02-mistral-7b-ee65c2-c20of24.err,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c20of24-1765248_59.err,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c20of24.err,3,1783858494,445,2
slurm-userlm-large-02-mistral-7b-ee65c2-c20of24.out,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c20of24-1765248_59.out,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c20of24.out,3,1783858495,336,0
slurm-userlm-large-02-mistral-7b-ee65c2-c21of24.err,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c21of24-1765249_62.err,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c21of24.err,3,1783858587,445,2
slurm-userlm-large-02-mistral-7b-ee65c2-c21of24.out,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c21of24-1765249_62.out,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c21of24.out,3,1783858586,336,0
slurm-userlm-large-02-mistral-7b-ee65c2-c22of24.err,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c22of24-1765250_65.err,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c22of24.err,3,1783858764,445,2
slurm-userlm-large-02-mistral-7b-ee65c2-c22of24.out,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c22of24-1765250_65.out,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c22of24.out,3,1783858733,336,0
slurm-userlm-large-02-mistral-7b-ee65c2-c23of24.err,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c23of24-1765251_68.err,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c23of24.err,3,1783858890,445,2
slurm-userlm-large-02-mistral-7b-ee65c2-c23of24.out,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c23of24-1765251_68.out,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c23of24.out,3,1783858823,336,0
slurm-userlm-large-02-mistral-7b-ee65c2-c24of24.err,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c24of24-1765252_71.err,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c24of24.err,3,1783859069,445,2
slurm-userlm-large-02-mistral-7b-ee65c2-c24of24.out,slurm/logs/slurm-userlm-large-02-mistral-7b-ee65c2-c24of24-1765252_71.out,results/general/slurm_log_samples/slurm-userlm-large-02-mistral-7b-ee65c2-c24of24.out,3,1783859004,336,0
slurm-userlm-large-04-falcon3-7b-7736ed-c01of04.err,slurm/logs/slurm-userlm-large-04-falcon3-7b-7736ed-c01of04-1761727_19.err,results/general/slurm_log_samples/slurm-userlm-large-04-falcon3-7b-7736ed-c01of04.err,21,1783677730,170,1
slurm-userlm-large-04-falcon3-7b-7736ed-c01of04.out,slurm/logs/slurm-userlm-large-04-falcon3-7b-7736ed-c01of04-1761727_20.out,results/general/slurm_log_samples/slurm-userlm-large-04-falcon3-7b-7736ed-c01of04.out,21,1783677760,98,0
slurm-userlm-large-04-falcon3-7b-7736ed-c02of04.err,slurm/logs/slurm-userlm-large-04-falcon3-7b-7736ed-c02of04-1761728_41.err,results/general/slurm_log_samples/slurm-userlm-large-04-falcon3-7b-7736ed-c02of04.err,21,1783677727,170,1
slurm-userlm-large-04-falcon3-7b-7736ed-c02of04.out,slurm/logs/slurm-userlm-large-04-falcon3-7b-7736ed-c02of04-1761728_41.out,results/general/slurm_log_samples/slurm-userlm-large-04-falcon3-7b-7736ed-c02of04.out,21,1783677727,98,0
slurm-userlm-large-04-falcon3-7b-7736ed-c03of04.err,slurm/logs/slurm-userlm-large-04-falcon3-7b-7736ed-c03of04-1761729_62.err,results/general/slurm_log_samples/slurm-userlm-large-04-falcon3-7b-7736ed-c03of04.err,21,1783678392,170,1
slurm-userlm-large-04-falcon3-7b-7736ed-c03of04.out,slurm/logs/slurm-userlm-large-04-falcon3-7b-7736ed-c03of04-1761729_62.out,results/general/slurm_log_samples/slurm-userlm-large-04-falcon3-7b-7736ed-c03of04.out,21,1783678392,98,0
slurm-userlm-large-04-falcon3-7b-7736ed-c04of04.err,slurm/logs/slurm-userlm-large-04-falcon3-7b-7736ed-c04of04-1761730_83.err,results/general/slurm_log_samples/slurm-userlm-large-04-falcon3-7b-7736ed-c04of04.err,21,1783678392,170,1
slurm-userlm-large-04-falcon3-7b-7736ed-c04of04.out,slurm/logs/slurm-userlm-large-04-falcon3-7b-7736ed-c04of04-1761730_83.out,results/general/slurm_log_samples/slurm-userlm-large-04-falcon3-7b-7736ed-c04of04.out,21,1783678392,98,0
slurm-userlm-large-04-falcon3-7b-7736ed.err,slurm/logs/slurm-userlm-large-04-falcon3-7b-7736ed-1761566_43.err,results/general/slurm_log_samples/slurm-userlm-large-04-falcon3-7b-7736ed.err,44,1783676378,170,1
slurm-userlm-large-04-falcon3-7b-7736ed.out,slurm/logs/slurm-userlm-large-04-falcon3-7b-7736ed-1761566_43.out,results/general/slurm_log_samples/slurm-userlm-large-04-falcon3-7b-7736ed.out,44,1783676377,98,0
slurm-userlm-m3-qwen15t.err,slurm/logs/slurm-userlm-m3-qwen15t-1757760_15.err,results/general/slurm_log_samples/slurm-userlm-m3-qwen15t.err,16,1783510948,179,1
slurm-userlm-m3-qwen15t.out,slurm/logs/slurm-userlm-m3-qwen15t-1757760_15.out,results/general/slurm_log_samples/slurm-userlm-m3-qwen15t.out,16,1783510851,0,0
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c01of04.err,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c01of04-1761711_20.err,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c01of04.err,21,1783678330,170,1
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c01of04.out,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c01of04-1761711_20.out,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c01of04.out,21,1783678363,98,0
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c01of12.err,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c01of12-1765179_5.err,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c01of12.err,6,1783859351,542,2
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c01of12.out,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c01of12-1765179_5.out,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c01of12.out,6,1783859317,2815,0
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c02of04.err,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c02of04-1761712_41.err,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c02of04.err,21,1783678964,170,1
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c02of04.out,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c02of04-1761712_40.out,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c02of04.out,21,1783678934,98,0
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c02of12.err,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c02of12-1765180_11.err,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c02of12.err,6,1783859351,540,2
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c02of12.out,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c02of12-1765180_11.out,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c02of12.out,6,1783859348,2817,0
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c03of04.err,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c03of04-1761713_61.err,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c03of04.err,21,1783678964,170,1
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c03of04.out,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c03of04-1761713_62.out,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c03of04.out,21,1783678994,98,0
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c03of12.err,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c03of12-1765181_17.err,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c03of12.err,6,1783859642,631,2
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c03of12.out,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c03of12-1765181_17.out,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c03of12.out,6,1783859606,2817,0
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c04of04.err,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c04of04-1761714_83.err,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c04of04.err,21,1783678961,170,1
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c04of04.out,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c04of04-1761714_82.out,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c04of04.out,21,1783678964,98,0
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c04of12.err,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c04of12-1765182_23.err,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c04of12.err,6,1783859884,541,2
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c04of12.out,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c04of12-1765182_23.out,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c04of12.out,6,1783859883,2862,0
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c05of12.err,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c05of12-1765183_29.err,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c05of12.err,6,1783859916,545,2
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c05of12.out,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c05of12-1765183_29.out,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c05of12.out,6,1783859914,2862,0
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c06of12.err,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c06of12-1765184_35.err,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c06of12.err,6,1783860202,545,2
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c06of12.out,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c06of12-1765184_35.out,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c06of12.out,6,1783860201,2817,0
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c07of12.err,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c07of12-1765185_41.err,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c07of12.err,6,1783860460,545,2
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c07of12.out,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c07of12-1765185_41.out,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c07of12.out,6,1783860458,2862,0
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c08of12.err,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c08of12-1765186_47.err,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c08of12.err,6,1783860495,544,2
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c08of12.out,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c08of12-1765186_47.out,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c08of12.out,6,1783860460,2862,0
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c09of12.err,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c09of12-1765187_53.err,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c09of12.err,6,1783860776,544,2
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c09of12.out,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c09of12-1765187_53.out,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c09of12.out,6,1783860806,2817,0
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c10of12.err,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c10of12-1765188_59.err,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c10of12.err,6,1783861130,544,2
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c10of12.out,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c10of12-1765188_59.out,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c10of12.out,6,1783861128,2817,0
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c11of12.err,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c11of12-1765189_65.err,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c11of12.err,6,1783861130,542,2
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c11of12.out,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c11of12-1765189_65.out,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c11of12.out,6,1783861129,2817,0
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c12of12.err,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c12of12-1765190_71.err,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c12of12.err,6,1783861404,544,2
slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c12of12.out,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c12of12-1765190_71.out,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c12of12.out,6,1783861403,2817,0
slurm-userlm-medium-01-qwen2-5-1-5b-97d958.err,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-1761558_44.err,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958.err,45,1783676378,170,1
slurm-userlm-medium-01-qwen2-5-1-5b-97d958.out,slurm/logs/slurm-userlm-medium-01-qwen2-5-1-5b-97d958-1761558_43.out,results/general/slurm_log_samples/slurm-userlm-medium-01-qwen2-5-1-5b-97d958.out,45,1783676348,98,0
slurm-userlm-medium-02-phi3-mini-85aafd-c01of04.err,slurm/logs/slurm-userlm-medium-02-phi3-mini-85aafd-c01of04-1761715_20.err,results/general/slurm_log_samples/slurm-userlm-medium-02-phi3-mini-85aafd-c01of04.err,21,1783679024,170,1
